,acc_name,clean_name
1192,Butyrivibrio_sp_XPD2006,butyrivibrio_sp_xpd2006
1193,Caloranaerobacter_ferrireducens,caloranaerobacter_ferrireducens
1194,Tindallia_magadiensis,tindallia_magadiensis
1195,Desulfofarcimen_intricatum,desulfofarcimen_intricatum
1196,Propionispira_arboris,propionispira_arboris
1197,Paenibacillus_chondroitinus,paenibacillus_chondroitinus
1198,"Ruminococcaceae_bacterium_FB2012,",ruminococcaceae_bacterium_fb2012
1199,Ruminococcus_albus_8,ruminococcus_albus_8
1200,Peptostreptococcus_anaerobius_VPI,peptostreptococcus_anaerobius_vpi
1201,Paenibacillus_sp_HGH0039,paenibacillus_sp_hgh0039
1202,Brevibacillus_agri_5-2,brevibacillus_agri_5-2
1203,Massilioclostridium_coli,massilioclostridium_coli
1204,Risungbinella_massiliensis,risungbinella_massiliensis
1205,Paenibacillus_jamilae,paenibacillus_jamilae
1206,Proteiniclasticum_ruminis_DSM,proteiniclasticum_ruminis_dsm
1207,Lachnospiraceae_bacterium_AC2031,lachnospiraceae_bacterium_ac2031
1208,Paenibacillus_rhizosphaerae,paenibacillus_rhizosphaerae
1209,"populeti_743A,",populeti_743a
1210,Selenomonas_ruminantium_AB3002,selenomonas_ruminantium_ab3002
1211,Peptoniphilus_sp_ChDC,peptoniphilus_sp_chdc
1212,Clostridium_cochlearium,clostridium_cochlearium
